MSSubClass,LotArea,YearBuilt,TotalBsmtSF,KitchenAbvGr,TotRmsAbvGrd,GarageArea,SalePrice,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotConfig_CulDSac,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_Sawyer,Neighborhood_StoneBr,Neighborhood_Veenker
60,10927,2005,1058,1,8,736,275000,0,0,1,0,0,0,0,0,0,1,0,0,0
50,9000,1937,780,1,6,544,141000,0,0,0,1,0,0,0,0,0,0,0,0,0
60,10041,1992,908,1,8,506,220000,0,0,1,0,0,0,0,0,0,0,0,0,0
160,3182,2004,600,1,4,480,151000,1,0,0,0,0,0,0,0,0,0,0,0,0
20,12803,2002,1494,1,6,530,221000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,13600,1965,768,1,7,486,205000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,12464,1996,1040,1,6,576,152000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,7800,1948,896,1,8,230,225000,0,0,1,0,0,0,1,0,0,0,0,0,0
70,12168,1934,965,1,10,380,359100,0,0,1,0,0,1,0,0,0,0,0,0,0
20,7943,1961,1029,1,5,261,118500,0,0,1,0,0,0,0,0,0,0,1,0,0
60,11050,2000,1440,1,8,736,313000,0,0,1,0,0,0,0,0,0,0,0,0,0
80,10395,1978,1032,1,6,564,148000,0,0,1,0,0,0,0,1,0,0,0,0,0
60,11885,2001,1299,1,7,531,261500,0,0,1,0,0,0,0,0,0,0,0,0,0
20,8402,2007,1120,1,6,0,147000,0,0,1,0,0,0,0,0,0,0,0,0,0
180,1491,1972,630,1,3,0,75500,0,0,0,1,0,0,0,0,0,0,0,0,0
85,8800,1963,936,1,6,480,137500,0,0,1,0,0,0,0,0,0,0,0,0,0
60,7861,2002,783,1,7,393,183200,0,0,1,0,0,0,0,0,0,0,0,0,0
45,7227,1954,832,1,4,528,105500,0,0,1,0,0,0,0,0,0,0,0,0,0
20,11694,2007,1822,1,9,774,314813,0,0,1,0,0,0,0,0,0,1,0,0,0
60,12244,2003,1482,1,10,749,305000,0,0,1,0,0,0,0,0,0,0,0,0,0
30,8248,1914,864,1,5,0,67000,0,0,1,0,0,0,1,0,0,0,0,0,0
60,10800,1974,1522,1,9,624,240000,0,0,1,0,0,0,0,1,0,0,0,0,0
20,7064,1977,980,1,6,484,135000,0,0,1,0,0,0,0,0,0,0,1,0,0
160,2117,2000,756,1,4,440,168500,1,0,0,0,0,0,0,0,0,0,0,0,0
60,10400,1972,732,1,8,484,165150,0,0,1,0,0,0,0,1,0,0,0,0,0
20,10000,1962,1116,1,5,440,160000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,12342,1960,978,1,6,286,139900,0,0,1,0,0,0,0,0,0,0,0,0,0
80,9600,1955,1156,1,7,364,153000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,11606,1969,1040,1,9,504,135000,0,0,1,0,0,0,0,0,0,0,0,0,0
80,9020,1964,1248,1,6,520,168500,0,0,1,0,0,0,0,0,0,0,0,0,0
70,9000,1880,636,1,8,240,124000,0,0,0,1,0,0,0,0,0,0,0,0,0
120,4590,2006,1554,1,6,627,209500,0,0,1,0,0,0,0,0,0,1,0,0,0
20,11900,1977,1386,1,6,544,82500,0,0,1,0,0,0,0,1,0,0,0,0,0
20,9250,1954,1056,1,6,260,139400,0,0,1,0,0,0,0,0,0,0,0,0,0
90,6979,1980,1056,2,4,576,144000,0,0,1,0,0,0,0,0,0,0,0,0,0
190,10896,1914,1440,2,14,0,200000,0,1,0,0,0,0,0,0,0,0,0,0,0
30,6120,1936,264,1,4,0,60000,0,0,0,1,0,0,0,0,0,0,0,0,0
190,6000,1954,811,2,7,256,93000,0,0,0,1,0,0,0,0,0,0,0,0,0
30,8777,1910,796,1,4,0,85000,0,0,1,0,0,0,1,0,0,0,0,0,0
120,3982,2006,1520,1,7,648,264561,0,0,1,0,0,0,0,0,0,0,0,0,0
120,12677,2003,1518,1,6,588,274000,0,0,1,0,0,0,0,0,0,1,0,0,0
60,7050,2001,1057,1,7,650,226000,1,0,0,0,0,0,0,0,0,0,0,0,0
80,13860,1972,1952,1,9,538,345000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,10793,1969,780,1,7,462,152000,0,0,1,0,0,0,0,1,0,0,0,0,0
20,9187,2009,1766,1,7,478,370878,1,0,0,0,0,0,0,0,0,0,0,0,0
20,10530,1971,981,1,5,576,143250,0,0,1,0,0,0,0,0,0,0,0,0,0
20,7200,1950,0,1,7,420,98300,0,0,1,0,0,0,0,0,0,0,0,0,0
20,10452,1953,1094,1,5,495,155000,0,0,1,0,0,0,1,0,0,0,0,0,0
60,7700,1966,756,1,7,442,155000,0,0,1,0,0,0,0,0,0,0,0,0,0
180,1936,1970,630,1,3,0,84500,0,0,0,1,0,0,0,0,0,0,0,0,0
60,8125,2007,813,1,7,562,205950,1,0,0,0,0,0,0,0,0,0,0,0,0
70,9084,1940,755,1,7,296,108000,0,0,1,0,0,0,1,0,0,0,0,0,0
60,8750,1996,880,1,7,512,191000,0,0,1,0,0,0,0,0,0,0,0,0,0
50,10320,1906,756,1,7,216,135000,0,0,0,1,0,0,0,0,0,0,0,0,0
20,10437,1995,2109,1,7,839,350000,0,0,1,0,0,0,0,0,1,0,0,0,0
160,1680,1971,525,1,6,264,88000,0,0,0,1,0,0,0,0,0,0,0,0,0
20,10007,1959,1053,1,5,312,145500,0,0,1,0,0,0,0,0,0,0,0,0,0
70,7200,1931,776,1,6,270,149000,0,0,1,0,0,1,0,0,0,0,0,0,0
50,17503,1948,912,1,6,330,97500,0,0,1,0,0,0,0,0,0,0,0,0,0
20,9937,1964,1486,1,7,480,167000,0,0,1,0,0,0,1,0,0,0,0,0,0
60,12384,1976,793,1,7,550,197900,0,0,1,0,1,0,0,1,0,0,0,0,0
60,46589,1994,1629,1,8,711,402000,0,0,1,0,1,0,0,0,1,0,0,0,0
20,13560,1968,1392,1,5,576,110000,0,0,1,0,0,0,0,0,0,0,0,0,0
85,10012,1972,1138,1,6,588,137500,0,0,1,0,0,0,1,0,0,0,0,0,0
20,20896,2005,2077,1,8,1134,423000,0,0,1,0,1,0,0,0,0,0,0,0,0
60,11194,2000,1406,1,7,504,230500,0,0,1,0,0,0,0,0,0,0,0,0,0
60,18450,1965,1021,1,7,596,129000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,8125,1994,1408,1,7,575,193500,0,0,1,0,0,0,0,0,0,0,0,0,0
20,14175,1956,1188,1,6,576,168000,0,0,1,0,0,0,0,0,0,0,1,0,0
30,11600,1922,700,1,5,252,137500,0,0,1,0,0,1,0,0,0,0,0,0,0
60,8633,2005,738,1,7,540,173500,0,0,1,0,0,0,0,0,0,0,0,0,0
70,6629,1925,672,1,6,300,103600,0,1,0,0,0,0,1,0,0,0,0,0,0
20,11250,1977,1208,1,6,546,165000,0,0,1,0,0,0,0,0,0,0,0,0,1
20,14442,1957,1477,1,7,416,257500,0,0,1,0,0,1,0,0,0,0,0,0,0
20,9200,1965,1136,1,5,384,140000,0,0,1,0,0,0,0,0,0,0,0,0,0
160,2289,1978,855,1,7,440,148500,0,0,1,0,0,0,0,0,0,0,0,0,0
70,9600,1900,1095,2,8,779,87000,0,0,0,1,0,0,0,0,0,0,0,0,0
30,9022,1924,768,1,5,240,109500,0,0,1,0,0,0,0,0,0,0,0,0,0
20,11844,2008,2046,1,7,834,372500,0,0,1,0,0,0,0,0,0,0,0,1,0
20,9945,1961,988,1,5,572,128500,0,0,1,0,0,0,0,0,0,0,1,0,0
120,8012,1980,923,1,5,264,143000,0,0,1,0,0,0,0,0,0,0,0,0,0
50,4500,1932,793,1,6,281,159434,0,1,0,0,0,0,0,0,0,0,0,0,0
120,2887,1996,1291,1,6,431,173000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,11248,2002,1626,1,7,702,285000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,16770,1998,1195,1,7,486,221000,0,0,1,0,1,0,0,0,1,0,0,0,0
160,5062,1984,1190,1,6,577,207500,0,0,1,0,1,0,0,0,0,0,0,1,0
60,10207,2007,874,1,7,578,227875,1,0,0,0,0,0,0,0,0,0,0,0,0
160,5105,2004,551,1,4,480,148800,1,0,0,0,0,0,0,0,0,0,0,0,0
20,8089,2007,1419,1,7,567,392000,0,0,1,0,0,0,0,0,0,0,0,1,0
120,7577,2005,1362,1,6,460,194700,0,0,1,0,0,0,0,0,0,1,0,0,0
120,4426,2004,848,1,3,420,141000,0,0,0,1,0,0,0,0,0,0,0,0,0
60,21535,1994,2444,1,10,832,755000,0,0,1,0,0,0,0,0,1,0,0,0,0
60,26178,1989,1210,1,9,628,335000,0,0,1,0,0,0,0,0,0,0,0,0,0
30,5400,1921,1073,1,4,326,108480,0,0,1,0,0,0,0,0,0,0,0,0,0
50,6120,1936,927,1,5,576,141500,0,0,0,1,0,0,0,0,0,0,0,0,0
20,13811,1987,1112,1,5,551,176000,0,0,1,0,0,0,0,0,0,0,0,0,0
30,6000,1921,616,1,4,205,89000,0,0,0,1,0,0,0,0,0,0,0,0,0
20,6420,1952,980,1,6,308,123500,0,0,1,0,0,0,1,0,0,0,0,0,0
20,8450,1965,894,1,5,336,138500,0,0,1,0,0,0,0,0,0,0,1,0,0
120,4282,2004,1391,1,5,530,196000,1,0,0,0,0,0,0,0,0,0,0,0,0
20,14331,2002,1800,1,7,765,312500,0,0,1,0,0,0,0,0,0,0,0,0,0
20,9600,1969,1164,1,6,528,140000,0,0,1,0,0,0,0,1,0,0,0,0,0
60,12438,2006,1234,1,10,666,361919,0,0,1,0,0,0,0,0,0,0,0,1,0
190,7630,1900,360,2,8,672,140000,0,0,0,1,0,0,0,0,0,0,0,0,0
20,8400,2004,1473,1,7,606,213000,0,0,1,0,0,0,0,0,0,0,0,0,0
190,5600,1930,0,2,7,0,55000,0,0,0,1,0,0,0,0,0,0,0,0,0
20,115149,1971,1643,1,5,739,302000,0,0,1,0,1,0,0,0,0,0,0,0,0
120,6240,2006,1324,1,6,550,254000,0,0,1,0,0,0,0,0,0,1,0,0,0
60,9018,2007,728,1,8,400,179540,0,0,1,0,0,0,0,0,0,0,0,0,0
20,7162,1966,876,1,6,408,109900,0,0,1,0,0,0,0,0,0,0,1,0,0
30,4130,1935,270,1,5,0,52000,0,0,1,0,0,0,0,0,0,0,0,0,0
50,8712,1900,859,1,7,384,102776,0,0,0,0,0,0,0,0,0,0,0,0,0
120,4671,1988,1228,1,5,472,189000,0,0,1,0,0,0,0,0,0,0,0,1,0
190,9873,1970,960,1,6,576,129000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,13517,1976,725,1,6,475,130500,0,0,1,0,1,0,0,0,0,0,1,0,0
20,10140,1974,1064,1,7,478,165000,0,0,1,0,0,0,0,1,0,0,0,0,0
70,10800,1890,718,1,8,704,159500,0,0,0,1,0,0,0,0,0,0,0,0,0
20,10000,1973,1176,1,5,439,157000,0,0,1,0,0,0,0,1,0,0,0,0,0
60,10542,1993,1311,1,9,983,341000,0,0,1,0,0,0,0,0,1,0,0,0,0
20,9920,1969,971,1,5,300,128500,0,0,1,0,0,0,0,0,0,0,0,0,0
120,6563,1985,1742,1,5,564,275000,0,0,1,0,1,0,0,0,0,0,0,1,0
120,4426,2004,848,1,3,420,143000,0,0,0,1,0,0,0,0,0,0,0,0,0
20,8120,1970,864,1,5,463,124500,0,0,1,0,0,0,0,0,0,0,0,0,0
50,8172,1954,941,1,7,548,135000,0,0,1,0,0,0,1,0,0,0,0,0,0
20,13286,2007,1698,1,8,768,320000,0,0,1,0,0,0,1,0,0,0,0,0,0
20,6960,1970,864,1,5,660,120500,0,0,1,0,0,0,0,0,0,0,0,0,0
20,21695,1988,880,1,5,540,222000,0,0,1,0,0,1,0,0,0,0,0,0,0
20,7314,2007,1232,1,6,632,194500,0,0,1,0,0,0,0,0,0,0,0,0,0
90,11475,1958,1584,2,9,888,110000,0,0,1,0,0,0,0,0,0,0,0,0,0
30,6240,1925,780,1,5,539,103000,0,0,0,1,0,0,0,0,0,0,0,0,0
120,5389,1995,1595,1,5,608,236500,0,0,1,0,0,0,0,0,0,0,0,1,0
80,9590,2003,868,1,6,438,187500,0,0,1,0,0,0,0,0,0,0,0,0,0
60,11404,1998,1153,1,8,541,222500,0,0,1,0,0,0,0,0,0,0,0,0,0
20,10000,1961,864,1,6,264,131400,0,0,1,0,0,0,0,0,0,0,1,0,0
20,8978,1968,948,1,6,300,108000,0,0,1,0,0,0,0,0,0,0,1,0,0
75,10800,1914,880,1,6,320,163000,0,0,0,1,0,0,0,0,0,0,0,0,0
90,8544,1950,0,2,6,400,93500,0,0,1,0,0,0,0,0,0,0,0,0,0
60,10463,2005,893,1,8,800,239900,0,0,1,0,1,0,0,0,0,0,0,0,0
90,10800,1987,1200,1,5,0,179000,0,0,1,0,0,0,1,0,0,0,0,0,0
60,9313,2004,864,1,7,572,190000,0,0,1,0,0,0,0,0,0,0,0,0,0
70,9600,1910,264,1,7,360,132000,0,0,0,1,0,0,0,0,0,0,0,0,0
20,6768,1961,912,1,5,288,142000,0,0,1,0,0,0,0,0,0,0,1,0,0
20,8450,2000,1349,1,6,539,179000,0,0,1,0,0,0,0,0,0,0,0,0,0
80,12886,1963,520,1,6,480,175000,0,0,1,0,0,0,0,0,0,0,1,0,0
120,5395,1993,1337,1,5,462,180000,0,0,1,0,0,0,0,0,0,0,0,1,0
60,8963,1976,1142,1,11,831,299800,0,0,1,0,0,0,0,1,0,0,0,0,0
60,8795,2000,952,1,8,554,236000,0,0,1,0,0,0,0,0,0,0,0,0,0
70,11700,1880,1240,1,8,864,265979,0,0,0,1,0,0,0,0,0,0,0,0,0
20,10593,1996,1720,1,7,527,260400,0,0,1,0,0,0,0,0,1,0,0,0,0
50,8405,1945,0,1,9,240,98000,0,0,1,0,0,0,1,0,0,0,0,0,0
50,8800,1910,576,1,7,0,96500,0,0,0,1,0,0,0,0,0,0,0,0,0
60,7750,2003,660,1,6,400,162000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,9236,1997,1479,1,6,576,217000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,10240,2005,1030,1,8,878,275500,0,0,1,0,0,0,0,0,0,1,0,0,0
20,7930,1969,1026,1,5,440,156000,0,0,1,0,0,0,0,0,0,0,0,0,0
160,3230,1999,729,1,6,440,172500,1,0,0,0,0,0,0,0,0,0,0,0,0
60,10769,2007,866,1,7,578,212000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,11616,1978,672,1,6,440,158900,0,0,1,0,1,0,0,0,0,0,1,0,0
160,2280,1999,744,1,6,440,179400,1,0,0,0,0,0,0,0,0,0,0,0,0
60,12257,1995,1318,1,9,752,290000,0,0,1,0,0,0,0,0,1,0,0,0,0
20,9100,1959,864,1,5,300,127500,0,0,1,0,0,0,0,0,0,0,0,0,0
30,6911,1924,1145,1,5,440,100000,0,0,0,1,0,0,0,0,0,0,0,0,0
60,8640,2009,756,1,7,614,215200,1,0,0,0,0,0,0,0,0,0,0,0,0
60,9430,1999,1252,1,8,856,337000,0,0,1,0,0,0,0,0,1,0,0,0,0
120,9549,1995,1494,1,6,481,270000,0,0,1,0,1,0,0,0,0,0,0,0,1
20,14587,2008,1498,1,6,592,264132,0,0,1,0,0,0,0,0,0,0,0,0,0
60,10421,1988,980,1,7,496,196500,0,0,1,0,0,0,0,1,0,0,0,0,0
50,12508,1940,983,1,7,423,160000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,9100,2004,1860,1,8,484,216837,0,0,1,0,0,0,0,0,0,0,0,0,0
60,53504,2003,1650,1,12,841,538000,0,0,1,0,1,0,0,0,0,0,0,1,0
85,7252,1982,858,1,5,576,134900,0,0,1,0,1,0,0,0,0,0,1,0,0
20,8877,1951,836,1,6,396,102000,0,0,1,0,0,0,1,0,0,0,0,0,0
80,7819,1976,1029,1,6,672,107000,0,0,1,0,0,0,1,0,0,0,0,0,0
20,10150,1958,912,1,5,275,114500,0,0,1,0,0,0,0,0,0,0,0,0,0
20,14226,2006,1935,1,9,895,395000,0,0,1,0,0,0,0,0,0,1,0,0,0
120,4500,1998,1204,1,5,412,162000,0,0,0,1,0,0,0,0,0,0,0,0,0
20,11210,2005,1614,1,7,865,221500,0,0,1,0,0,0,0,0,0,0,0,0,0
20,13350,1974,864,1,5,440,142500,0,0,1,0,0,0,0,0,0,0,1,0,0
90,8400,1977,0,2,10,630,144000,0,1,0,0,0,0,0,0,0,0,0,0,0
90,10530,1977,975,1,4,504,135000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,7875,1995,1237,1,6,402,176000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,7153,1992,761,1,7,484,175900,0,0,1,0,0,0,0,0,0,0,0,0,0
20,16285,2001,1413,1,6,605,187100,0,0,1,0,0,0,0,0,0,0,0,0,0
85,9101,1978,1097,1,4,602,165500,0,0,1,0,0,0,0,0,0,0,0,0,0
75,6300,1914,742,1,9,0,128000,0,0,0,1,0,0,0,0,0,0,0,0,0
20,9790,1967,1372,1,7,457,161500,0,0,1,0,0,0,0,1,0,0,0,0,0
50,10800,1915,686,1,7,416,139000,0,0,0,1,0,0,0,0,0,0,0,0,0
60,10142,2004,956,1,8,618,233000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,6000,1954,901,1,4,281,107900,0,0,0,1,0,0,0,0,0,0,0,0,0
60,12205,1966,832,1,9,444,187500,0,0,1,0,0,0,0,0,0,0,0,0,0
120,3182,2005,1145,1,5,397,160200,0,0,1,0,0,0,0,0,0,0,0,0,0
80,11333,1976,1029,1,5,539,146800,0,0,1,0,0,0,0,0,0,0,0,0,0
60,9920,1996,1117,1,8,455,269790,0,0,1,0,1,0,0,0,1,0,0,0,0
20,9158,2007,1496,1,7,474,225000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,10832,1994,712,1,7,409,194500,0,0,1,0,0,0,0,0,0,0,0,0,0
60,8400,1980,650,1,7,476,171000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,8197,1977,660,1,7,528,143500,0,0,1,0,0,0,0,0,0,0,1,0,0
20,7677,1953,773,1,4,240,110000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,13518,2008,1926,1,11,820,485000,0,0,1,0,0,0,0,0,0,1,0,0,0
50,7200,1937,731,1,7,240,175000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,12798,1997,616,1,8,603,200000,0,0,1,0,0,0,0,0,0,0,0,0,0
30,4800,1916,1196,1,5,440,109900,0,0,0,1,0,0,0,0,0,0,0,0,0
60,8199,2005,728,1,7,410,189000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,13891,2008,1734,1,12,1020,582933,0,0,1,0,0,0,0,0,0,1,0,0,0
20,9000,1954,936,1,5,286,118000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,12274,2008,1417,1,6,554,227680,0,0,1,0,0,0,0,0,0,0,0,0,0
80,9750,1967,980,1,6,384,135500,0,0,1,0,0,0,0,0,0,0,0,0,0
70,21384,1923,1324,1,6,528,223500,0,0,1,0,0,0,0,0,0,0,0,0,0
80,13400,1966,1024,1,6,484,159950,0,0,1,0,0,0,0,0,0,0,0,0,0
75,8100,1898,849,3,11,360,106000,0,0,0,1,0,0,0,0,0,0,0,0,0
20,10140,1974,1040,1,5,484,181000,0,0,1,0,0,0,0,1,0,0,0,0,0
120,4438,2004,848,1,4,420,144500,0,0,0,1,0,0,0,0,0,0,0,0,0
20,8712,1952,540,1,4,504,55993,0,0,0,0,0,0,0,0,0,0,0,0,0
20,9750,1958,1442,1,7,301,157900,0,0,1,0,0,0,0,0,0,0,0,0,0
50,8248,1918,686,1,7,280,116000,0,0,1,0,0,0,1,0,0,0,0,0,0
20,12137,1998,1649,1,6,598,224900,0,0,1,0,1,0,0,0,0,0,0,0,0
20,11425,1954,1008,1,4,275,137000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,13265,2002,1568,1,7,857,271000,0,0,1,0,1,0,0,0,0,0,0,0,0
80,8816,1971,1010,1,6,440,155000,0,0,1,0,0,0,0,0,0,0,0,0,0
120,6371,2009,1358,1,6,484,224000,0,0,1,0,0,0,0,0,0,1,0,0,0
60,7226,2003,798,1,6,595,183000,0,0,1,0,1,0,0,0,0,0,0,0,0
20,6000,1953,936,1,4,576,93000,0,0,0,1,0,0,0,0,0,0,0,0,0
60,12394,2003,847,1,7,433,225000,0,0,1,0,0,0,0,0,0,0,0,0,0
50,9900,1940,778,1,7,240,139500,0,0,1,0,0,0,0,0,0,0,0,0,0
20,11216,2006,1489,1,7,776,232600,1,0,0,0,0,0,0,0,0,0,0,0,0
20,14803,2007,2078,1,7,1220,385000,0,0,1,0,0,0,0,0,0,1,0,0,0
45,6130,1924,784,1,5,0,109500,0,0,0,1,0,0,0,0,0,0,0,0,0
20,8529,2001,1454,1,6,527,189000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,28698,1967,1013,1,7,538,185000,0,0,1,0,1,0,0,0,0,0,0,0,0
160,2544,2005,600,1,4,480,147400,1,0,0,0,0,0,0,0,0,0,0,0,0
20,11900,1957,1392,1,6,458,166000,0,0,1,0,0,0,0,0,0,0,0,0,0
160,3180,2005,600,1,4,480,151000,1,0,0,0,0,0,0,0,0,0,0,0,0
60,9548,2003,941,1,7,613,237000,0,0,1,0,1,0,0,0,0,0,0,0,0
20,10004,1964,1516,1,6,472,167000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,7875,1961,1144,1,6,456,139950,0,0,1,0,0,0,0,0,0,0,0,0,0
20,9600,1950,1067,1,4,436,128000,0,0,1,0,0,0,0,0,0,0,1,0,0
30,8100,1948,1559,1,5,812,153500,0,0,0,1,0,0,0,0,0,0,0,0,0
160,1680,1973,483,1,5,264,100000,0,0,0,1,0,0,0,0,0,0,0,0,0
20,9525,1995,1099,1,6,352,144000,0,0,1,0,0,0,0,0,0,0,0,0,0
50,11767,1946,768,1,6,240,130500,0,0,1,0,0,0,1,0,0,0,0,0,0
70,12155,1925,672,1,7,400,140000,0,1,0,0,0,0,0,0,0,0,0,0,0
70,10440,1904,650,1,8,686,157500,0,0,0,1,0,0,0,0,0,0,0,0,0
80,9020,1966,1127,1,6,490,174900,0,0,1,0,0,0,0,0,0,0,0,0,0
90,8000,1961,1800,2,10,0,141000,0,0,1,0,0,0,0,0,0,0,0,0,0
50,12665,1915,876,1,7,720,153900,0,0,0,1,0,0,0,0,0,0,0,0,0
85,16647,1975,1390,1,6,611,171000,0,0,1,0,1,0,0,0,0,0,1,0,0
60,9317,1993,740,1,7,425,213000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,15523,1972,864,1,5,338,133500,0,0,1,0,1,0,0,0,0,0,0,0,0
50,45600,1908,907,1,10,360,240000,0,0,1,0,0,0,0,0,0,0,0,0,0
80,9600,1976,528,1,7,512,187000,0,0,1,0,0,0,0,0,0,0,0,0,1
120,4435,2003,848,1,3,420,131500,0,0,0,1,0,0,0,0,0,0,0,0,0
120,3196,2003,1273,1,7,400,215000,0,0,1,0,0,0,0,0,0,0,0,0,0
75,7128,1941,918,1,7,240,164000,0,0,1,0,0,1,0,0,0,0,0,0,0
80,12095,1964,1127,1,7,645,158000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,17920,1955,1763,1,6,454,170000,0,0,1,0,0,0,0,0,0,0,1,0,0
20,6897,1962,1040,1,6,260,127000,0,0,1,0,0,0,0,0,0,0,1,0,0
80,10970,1978,940,1,5,576,147000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,8125,1994,702,1,6,343,174000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,10400,1976,1090,1,6,479,152000,0,0,1,0,0,0,0,1,0,0,0,0,0
60,11029,1968,1054,1,9,619,250000,0,0,1,0,0,0,0,1,0,0,0,0,0
50,7642,1918,912,1,7,216,189950,0,0,1,0,0,1,0,0,0,0,0,0,0
190,11625,1965,1039,1,6,504,131500,0,0,1,0,0,0,0,0,0,0,1,0,0
20,9672,1984,1040,1,6,480,152000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,7931,1959,1148,1,6,672,132500,0,0,1,0,0,0,0,0,0,0,0,0,0
20,8640,2007,1372,1,6,529,250580,1,0,0,0,0,0,0,0,0,0,0,0,0
20,8750,1970,1002,1,5,902,148500,0,0,1,0,0,0,0,0,0,0,0,0,0
20,10656,2006,1638,1,6,870,248900,0,0,1,0,0,0,0,0,0,0,0,0,0
20,6970,1961,1040,1,5,544,129000,0,0,1,0,0,0,0,0,0,0,1,0,0
60,14762,1948,0,1,7,672,169000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,9938,1993,1050,1,8,574,236000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,6600,1962,894,1,5,308,109500,0,0,1,0,0,0,0,0,0,0,0,0,0
60,8750,1998,804,1,7,523,200500,0,0,1,0,0,0,0,0,0,0,0,0,0
20,8892,1953,105,1,5,414,116000,0,0,1,0,0,0,0,0,0,0,0,0,0
40,12144,1949,832,1,6,288,133000,0,0,1,0,0,0,0,0,0,0,0,0,0
50,5720,1941,676,1,5,200,66500,0,0,0,1,0,0,0,0,0,0,0,0,0
60,9000,2007,1184,1,11,550,303477,1,0,0,0,0,0,0,0,0,0,0,0,0
20,25286,1963,1064,1,5,648,132250,0,0,1,0,0,0,0,0,0,0,0,0,0
60,8834,2004,1462,1,10,738,350000,0,0,1,0,0,0,0,0,0,1,0,0,0
85,11782,1961,1109,1,6,576,148000,0,0,1,0,0,0,0,0,0,0,1,0,0
20,7000,1978,864,1,6,336,136500,0,0,1,0,1,0,0,0,0,0,0,0,0
20,7024,2005,1090,1,5,450,157000,0,0,1,0,0,0,1,0,0,0,0,0,0
50,13758,1990,1156,1,7,400,187500,0,0,1,0,1,0,0,0,0,0,0,0,0
60,9636,1992,808,1,7,389,178000,0,0,1,0,0,0,0,0,0,0,0,0,0
75,6204,1912,795,1,10,440,118500,0,0,1,0,0,0,0,0,0,0,0,0,0
20,7150,1967,892,1,5,288,100000,0,0,1,0,0,0,0,0,0,0,0,0,0
120,5119,1999,1698,1,5,506,328900,1,0,0,0,1,0,0,0,0,0,0,0,0
90,8393,1959,1626,2,8,588,145000,0,0,1,0,0,0,0,0,0,0,0,0,0
50,16466,1955,816,1,8,300,135500,0,0,1,0,0,0,1,0,0,0,0,0,0
20,15865,1970,2217,1,8,621,268000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,12160,1953,1505,1,6,505,149500,0,0,1,0,0,0,0,0,0,0,0,0,0
50,8064,1949,672,1,6,576,122900,0,0,1,0,0,0,0,0,0,0,0,0,0
60,11184,1978,918,1,7,440,172500,0,0,1,0,0,0,0,0,0,0,1,0,0
20,8414,1963,1059,1,6,264,154500,0,0,1,0,0,0,0,0,0,0,1,0,0
20,13284,1954,1383,1,6,354,165000,0,0,1,0,0,0,0,0,0,0,1,0,0
90,7018,1979,0,2,8,400,118858,0,0,1,0,0,0,0,0,0,0,0,0,0
60,7056,1963,780,1,8,483,140000,0,0,1,0,0,0,0,0,0,0,0,0,0
30,8765,1936,951,1,6,327,106500,0,0,0,1,0,0,0,0,0,0,0,0,0
90,7018,1979,0,2,12,528,142953,0,0,1,0,0,0,0,0,0,0,0,0,0
20,12919,2009,2330,1,11,820,611657,0,0,1,0,0,0,0,0,0,1,0,0,0
20,6993,1961,912,1,6,288,135000,0,0,1,0,0,0,0,0,0,0,1,0,0
20,7340,1971,858,1,4,684,110000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,8712,1957,992,1,5,756,153000,0,0,1,0,0,0,0,0,0,0,0,0,0
