MSSubClass;MSZoning;LotArea;LotConfig;Neighborhood;YearBuilt;TotalBsmtSF;GrLivArea;FullBath;KitchenAbvGr;TotRmsAbvGrd;GarageArea;YrSold;SalePrice
120;RM;4426;Inside;CollgCr;2004;848;848;1;1;3;420;2008;141000
60;RL;21535;Corner;NoRidge;1994;2444;4316;3;1;10;832;2007;755000
60;RL;26178;Inside;Timber;1989;1210;2519;2;1;9;628;2006;335000
30;RL;5400;Corner;OldTown;1921;1073;1073;1;1;4;326;2006;108480
50;RM;6120;Corner;BrkSide;1936;927;1539;1;1;5;576;2009;141500
20;RL;13811;Inside;Timber;1987;1112;1137;2;1;5;551;2006;176000
30;RM;6000;Inside;BrkSide;1921;616;616;1;1;4;205;2006;89000
20;RL;6420;Inside;Edwards;1952;980;1148;1;1;6;308;2006;123500
20;RL;8450;Inside;Sawyer;1965;894;894;1;1;5;336;2010;138500
120;FV;4282;Inside;Somerst;2004;1391;1391;2;1;5;530;2008;196000
20;RL;14331;Inside;Timber;2002;1800;1800;2;1;7;765;2006;312500
20;RL;9600;Inside;NWAmes;1969;1164;1164;1;1;6;528;2006;140000
60;RL;12438;Inside;StoneBr;2006;1234;2576;2;1;10;666;2006;361919
190;RM;7630;Inside;OldTown;1900;360;1812;2;2;8;672;2010;140000
20;RL;8400;Inside;CollgCr;2004;1473;1484;2;1;7;606;2010;213000
190;RM;5600;Inside;IDOTRR;1930;0;1092;2;2;7;0;2010;55000
20;RL;115149;CulDSac;ClearCr;1971;1643;1824;2;1;5;739;2007;302000
120;RL;6240;Inside;NridgHt;2006;1324;1324;2;1;6;550;2009;254000
60;RL;9018;Inside;Gilbert;2007;728;1456;2;1;8;400;2007;179540
20;RL;7162;Inside;Sawyer;1966;876;904;1;1;6;408;2008;109900
30;RL;4130;Inside;BrkSide;1935;270;729;1;1;5;0;2008;52000
50;C (all);8712;Inside;IDOTRR;1900;859;1178;1;1;7;384;2010;102776
120;RL;4671;Inside;StoneBr;1988;1228;1228;2;1;5;472;2008;189000
190;RL;9873;Inside;BrkSide;1970;960;960;1;1;6;576;2006;129000
60;RL;13517;CulDSac;Sawyer;1976;725;1479;2;1;6;475;2010;130500
20;RL;10140;Inside;NWAmes;1974;1064;1350;2;1;7;478;2009;165000
70;RM;10800;Inside;OldTown;1890;718;2554;1;1;8;704;2007;159500
20;RL;10000;Inside;NWAmes;1973;1176;1178;1;1;5;439;2008;157000
60;RL;10542;Inside;NoRidge;1993;1311;2418;2;1;9;983;2008;341000
20;RL;9920;Inside;CollgCr;1969;971;971;1;1;5;300;2006;128500
120;RL;6563;CulDSac;StoneBr;1985;1742;1742;2;1;5;564;2006;275000
120;RM;4426;Inside;CollgCr;2004;848;848;1;1;3;420;2010;143000
20;RL;8120;Inside;NAmes;1970;864;864;1;1;5;463;2009;124500
50;RL;8172;Inside;Edwards;1954;941;1470;2;1;7;548;2008;135000
20;RL;13286;Inside;Edwards;2007;1698;1698;2;1;8;768;2009;320000
20;RL;6960;Inside;NAmes;1970;864;864;1;1;5;660;2009;120500
20;RL;21695;Corner;Crawfor;1988;880;1680;2;1;5;540;2009;222000
20;RL;7314;Inside;CollgCr;2007;1232;1232;2;1;6;632;2009;194500
90;RL;11475;Corner;NAmes;1958;1584;1776;2;2;9;888;2009;110000
30;RM;6240;Inside;IDOTRR;1925;780;1208;1;1;5;539;2009;103000
120;RL;5389;Inside;StoneBr;1995;1595;1616;2;1;5;608;2010;236500
80;RL;9590;Corner;Timber;2003;868;1146;2;1;6;438;2007;187500
60;RL;11404;Inside;CollgCr;1998;1153;2031;2;1;8;541;2008;222500
20;RL;10000;Corner;Sawyer;1961;864;1144;1;1;6;264;2009;131400
20;RL;8978;Corner;Sawyer;1968;948;948;1;1;6;300;2007;108000
75;RM;10800;Inside;OldTown;1914;880;1768;1;1;6;320;2006;163000
90;RL;8544;Inside;NAmes;1950;0;1040;2;2;6;400;2006;93500
60;RL;10463;CulDSac;Gilbert;2005;893;1801;2;1;8;800;2006;239900
90;RL;10800;Inside;Edwards;1987;1200;1200;3;1;5;0;2009;179000
60;RL;9313;Inside;CollgCr;2004;864;1728;2;1;7;572;2009;190000
70;RM;9600;Inside;OldTown;1910;264;1432;2;1;7;360;2007;132000
20;RL;6768;Inside;Sawyer;1961;912;912;1;1;5;288;2008;142000
20;RL;8450;Inside;SawyerW;2000;1349;1349;2;1;6;539;2007;179000
80;RL;12886;Inside;Sawyer;1963;520;1464;2;1;6;480;2009;175000
120;RL;5395;Inside;StoneBr;1993;1337;1337;2;1;5;462;2008;180000
60;RL;8963;Inside;NWAmes;1976;1142;2715;3;1;11;831;2008;299800
60;RL;8795;Inside;Gilbert;2000;952;2256;2;1;8;554;2009;236000
70;RM;11700;Corner;OldTown;1880;1240;2640;1;1;8;864;2009;265979
20;RL;10593;Inside;NoRidge;1996;1720;1720;2;1;7;527;2010;260400
50;RL;8405;Inside;Edwards;1945;0;1529;2;1;9;240;2009;98000
50;RM;8800;Corner;OldTown;1910;576;1140;1;1;7;0;2010;96500
60;RL;7750;Inside;Gilbert;2003;660;1320;2;1;6;400;2007;162000
20;RL;9236;Inside;CollgCr;1997;1479;1494;2;1;6;576;2006;217000
60;RL;10240;Inside;NridgHt;2005;1030;2098;2;1;8;878;2006;275500
20;RL;7930;Inside;NAmes;1969;1026;1026;1;1;5;440;2009;156000
160;FV;3230;Inside;Somerst;1999;729;1471;2;1;6;440;2009;172500
60;RL;10769;Inside;CollgCr;2007;866;1768;2;1;7;578;2009;212000
60;RL;11616;CulDSac;Sawyer;1978;672;1386;2;1;6;440;2010;158900
160;FV;2280;Inside;Somerst;1999;744;1501;2;1;6;440;2008;179400
60;RL;12257;Inside;NoRidge;1995;1318;2531;2;1;9;752;2007;290000
20;RL;9100;Inside;NAmes;1959;864;864;1;1;5;300;2009;127500
30;RM;6911;FR2;BrkSide;1924;1145;1301;1;1;5;440;2009;100000
60;FV;8640;Inside;Somerst;2009;756;1547;2;1;7;614;2010;215200
60;RL;9430;Inside;NoRidge;1999;1252;2365;2;1;8;856;2009;337000
120;RL;9549;CulDSac;Veenker;1995;1494;1494;1;1;6;481;2006;270000
20;RL;14587;Inside;Somerst;2008;1498;1506;2;1;6;592;2008;264132
60;RL;10421;Inside;NWAmes;1988;980;1714;2;1;7;496;2010;196500
50;RL;12508;Inside;Mitchel;1940;983;1750;2;1;7;423;2008;160000
20;RL;9100;Inside;CollgCr;2004;1860;1836;2;1;8;484;2006;216837
60;RL;53504;CulDSac;StoneBr;2003;1650;3279;3;1;12;841;2010;538000
85;RL;7252;CulDSac;Sawyer;1982;858;858;1;1;5;576;2009;134900
20;RL;8877;Inside;Edwards;1951;836;1220;1;1;6;396;2006;102000
80;RL;7819;Inside;Edwards;1976;1029;1117;1;1;6;672;2010;107000
20;RL;10150;Inside;NAmes;1958;912;912;1;1;5;275;2007;114500
20;RL;14226;Corner;NridgHt;2006;1935;1973;2;1;9;895;2007;395000
120;RM;4500;FR2;Mitchel;1998;1204;1204;2;1;5;412;2009;162000
20;RL;11210;Inside;CollgCr;2005;1614;1614;2;1;7;865;2006;221500
20;RL;13350;Inside;Sawyer;1974;864;894;1;1;5;440;2006;142500
90;RH;8400;Inside;SawyerW;1977;0;2020;2;2;10;630;2007;144000
90;RL;10530;Inside;Mitchel;1977;975;1004;1;1;4;504;2006;135000
20;RL;7875;Inside;Gilbert;1995;1237;1253;2;1;6;402;2007;176000
60;RL;7153;Inside;SawyerW;1992;761;1603;2;1;7;484;2006;175900
20;RL;16285;Inside;CollgCr;2001;1413;1430;2;1;6;605;2009;187100
85;RL;9101;Corner;Mitchel;1978;1097;1110;1;1;4;602;2009;165500
75;RM;6300;Inside;OldTown;1914;742;1484;2;1;9;0;2008;128000
20;RL;9790;Inside;NWAmes;1967;1372;1342;2;1;7;457;2009;161500
50;RM;10800;Inside;OldTown;1915;686;1652;2;1;7;416;2010;139000
60;RL;10142;Inside;SawyerW;2004;956;2084;2;1;8;618;2010;233000
20;RM;6000;Corner;OldTown;1954;901;901;1;1;4;281;2008;107900
60;RL;12205;Inside;ClearCr;1966;832;2087;2;1;9;444;2007;187500
120;RL;3182;Inside;Blmngtn;2005;1145;1145;2;1;5;397;2009;160200
80;RL;11333;Corner;Mitchel;1976;1029;1062;1;1;5;539;2007;146800
60;RL;9920;CulDSac;NoRidge;1996;1117;2013;2;1;8;455;2007;269790
20;RL;9158;Inside;Somerst;2007;1496;1496;2;1;7;474;2007;225000
60;RL;10832;Corner;Gilbert;1994;712;1895;2;1;7;409;2008;194500
60;RL;8400;Inside;SawyerW;1980;650;1564;2;1;7;476;2010;171000
20;RL;8197;Inside;Sawyer;1977;660;1285;1;1;7;528;2007;143500
20;RL;7677;Inside;NAmes;1953;773;773;1;1;4;240;2008;110000
60;RL;13518;Inside;NridgHt;2008;1926;3140;3;1;11;820;2009;485000
50;RL;7200;Corner;SWISU;1937;731;1768;1;1;7;240;2007;175000
60;RL;12798;Inside;ClearCr;1997;616;1688;2;1;8;603;2008;200000
30;RM;4800;Inside;IDOTRR;1916;1196;1196;1;1;5;440;2007;109900
60;RL;8199;Inside;CollgCr;2005;728;1456;2;1;7;410;2008;189000
60;RL;13891;Inside;NridgHt;2008;1734;2822;3;1;12;1020;2009;582933
20;RL;9000;Inside;NAmes;1954;936;1128;1;1;5;286;2006;118000
20;RL;12274;FR2;Somerst;2008;1417;1428;2;1;6;554;2008;227680
80;RL;9750;Inside;NAmes;1967;980;980;2;1;6;384;2006;135500
70;RL;21384;Inside;BrkSide;1923;1324;1576;1;1;6;528;2009;223500
80;RL;13400;Inside;NAmes;1966;1024;1086;1;1;6;484;2006;159950
75;RM;8100;Corner;OldTown;1898;849;2138;2;3;11;360;2009;106000
20;RL;10140;Inside;NWAmes;1974;1040;1309;1;1;5;484;2006;181000
120;RM;4438;Inside;CollgCr;2004;848;848;1;1;4;420;2008;144500
20;C (all);8712;Inside;IDOTRR;1952;540;1044;1;1;4;504;2010;55993
20;RL;9750;Inside;NAmes;1958;1442;1442;1;1;7;301;2007;157900
50;RL;8248;Inside;Edwards;1918;686;1250;1;1;7;280;2006;116000
20;RL;12137;CulDSac;CollgCr;1998;1649;1661;2;1;6;598;2010;224900
20;RL;11425;Corner;NAmes;1954;1008;1008;1;1;4;275;2006;137000
20;RL;13265;CulDSac;Mitchel;2002;1568;1689;2;1;7;857;2008;271000
80;RL;8816;Inside;ClearCr;1971;1010;1052;1;1;6;440;2010;155000
120;RL;6371;Inside;NridgHt;2009;1358;1358;2;1;6;484;2010;224000
60;RL;7226;CulDSac;CollgCr;2003;798;1640;2;1;6;595;2008;183000
20;RM;6000;Inside;OldTown;1953;936;936;1;1;4;576;2009;93000
60;RL;12394;Corner;Gilbert;2003;847;1733;2;1;7;433;2007;225000
50;RL;9900;Inside;SWISU;1940;778;1489;2;1;7;240;2009;139500
20;FV;11216;Inside;Somerst;2006;1489;1489;2;1;7;776;2006;232600
20;RL;14803;Inside;NridgHt;2007;2078;2084;2;1;7;1220;2008;385000
45;RM;6130;Inside;BrkSide;1924;784;784;1;1;5;0;2008;109500
20;RL;8529;Inside;SawyerW;2001;1454;1434;2;1;6;527;2009;189000
60;RL;28698;CulDSac;ClearCr;1967;1013;2126;2;1;7;538;2009;185000
160;FV;2544;Inside;Somerst;2005;600;1223;2;1;4;480;2006;147400
20;RL;11900;Corner;NAmes;1957;1392;1392;1;1;6;458;2008;166000
160;FV;3180;Inside;Somerst;2005;600;1200;2;1;4;480;2006;151000
60;RL;9548;CulDSac;CollgCr;2003;941;1829;2;1;7;613;2010;237000
20;RL;10004;Inside;NAmes;1964;1516;1516;1;1;6;472;2009;167000
20;RL;7875;Inside;NAmes;1961;1144;1144;1;1;6;456;2008;139950
20;RL;9600;Inside;Sawyer;1950;1067;1067;2;1;4;436;2010;128000
30;RM;8100;Inside;OldTown;1948;1559;1559;1;1;5;812;2007;153500
160;RM;1680;Inside;BrDale;1973;483;987;1;1;5;264;2008;100000
20;RL;9525;Inside;CollgCr;1995;1099;1099;1;1;6;352;2008;144000
50;RL;11767;Inside;Edwards;1946;768;1200;1;1;6;240;2008;130500
70;RH;12155;Inside;SWISU;1925;672;1482;2;1;7;400;2008;140000
70;RM;10440;Inside;OldTown;1904;650;1539;2;1;8;686;2008;157500
80;RL;9020;Inside;NAmes;1966;1127;1165;1;1;6;490;2008;174900
90;RL;8000;Corner;NAmes;1961;1800;1800;2;2;10;0;2007;141000
50;RM;12665;Inside;OldTown;1915;876;1416;1;1;7;720;2008;153900
85;RL;16647;CulDSac;Sawyer;1975;1390;1701;2;1;6;611;2007;171000
60;RL;9317;Inside;SawyerW;1993;740;1775;2;1;7;425;2009;213000
20;RL;15523;CulDSac;CollgCr;1972;864;864;1;1;5;338;2009;133500
50;RL;45600;Inside;ClearCr;1908;907;2358;3;1;10;360;2008;240000
80;RL;9600;FR2;Veenker;1976;528;1855;2;1;7;512;2007;187000
120;RM;4435;Inside;CollgCr;2003;848;848;1;1;3;420;2007;131500
120;RL;3196;Inside;Blmngtn;2003;1273;1456;2;1;7;400;2006;215000
75;RL;7128;Inside;Crawfor;1941;918;1646;2;1;7;240;2007;164000
80;RL;12095;Corner;NAmes;1964;1127;1445;1;1;7;645;2009;158000
20;RL;17920;Inside;Sawyer;1955;1763;1779;1;1;6;454;2006;170000
20;RL;6897;Corner;Sawyer;1962;1040;1040;1;1;6;260;2010;127000
80;RL;10970;Inside;CollgCr;1978;940;1026;1;1;5;576;2008;147000
60;RL;8125;Inside;Gilbert;1994;702;1481;2;1;6;343;2009;174000
20;RL;10400;Inside;NWAmes;1976;1090;1370;2;1;6;479;2009;152000
60;RL;11029;Corner;NWAmes;1968;1054;2654;2;1;9;619;2006;250000
50;RL;7642;Corner;Crawfor;1918;912;1426;1;1;7;216;2007;189950
190;RL;11625;Inside;Sawyer;1965;1039;1039;1;1;6;504;2010;131500
20;RL;9672;Corner;SawyerW;1984;1040;1097;2;1;6;480;2010;152000
20;RL;7931;Inside;NAmes;1959;1148;1148;1;1;6;672;2009;132500
20;FV;8640;Inside;Somerst;2007;1372;1372;2;1;6;529;2008;250580
20;RL;8750;Inside;NAmes;1970;1002;1002;1;1;5;902;2009;148500
20;RL;10656;Inside;Timber;2006;1638;1646;2;1;6;870;2007;248900
20;RL;6970;Corner;Sawyer;1961;1040;1120;1;1;5;544;2007;129000
60;RL;14762;Corner;Gilbert;1948;0;2320;2;1;7;672;2006;169000
60;RL;9938;Inside;SawyerW;1993;1050;1949;2;1;8;574;2010;236000
20;RL;6600;Inside;NAmes;1962;894;894;1;1;5;308;2009;109500
60;RL;8750;Inside;CollgCr;1998;804;1682;2;1;7;523;2010;200500
20;RL;8892;Corner;NAmes;1953;105;910;1;1;5;414;2008;116000
40;RL;12144;Inside;NAmes;1949;832;1268;1;1;6;288;2009;133000
50;RM;5720;Inside;OldTown;1941;676;1131;1;1;5;200;2009;66500
60;FV;9000;Inside;Somerst;2007;1184;2610;2;1;11;550;2007;303477
20;RL;25286;Inside;Mitchel;1963;1064;1040;1;1;5;648;2007;132250
60;RL;8834;Inside;NridgHt;2004;1462;2224;2;1;10;738;2009;350000
85;RL;11782;Inside;Sawyer;1961;1109;1155;1;1;6;576;2010;148000
20;RL;7000;CulDSac;CollgCr;1978;864;864;1;1;6;336;2009;136500
20;RL;7024;Inside;Edwards;2005;1090;1090;1;1;5;450;2007;157000
50;RL;13758;CulDSac;Timber;1990;1156;1717;2;1;7;400;2007;187500
60;RL;9636;Corner;Gilbert;1992;808;1593;2;1;7;389;2009;178000
75;RL;6204;Inside;SWISU;1912;795;2230;1;1;10;440;2006;118500
20;RL;7150;Inside;NAmes;1967;892;892;1;1;5;288;2009;100000
120;FV;5119;CulDSac;Somerst;1999;1698;1709;2;1;5;506;2008;328900
90;RL;8393;Corner;NAmes;1959;1626;1712;2;2;8;588;2006;145000
50;RL;16466;Inside;Edwards;1955;816;1393;1;1;8;300;2008;135500
20;RL;15865;Inside;NAmes;1970;2217;2217;2;1;8;621;2007;268000
20;RL;12160;Inside;NAmes;1953;1505;1505;1;1;6;505;2009;149500
50;RL;8064;Corner;NAmes;1949;672;924;1;1;6;576;2007;122900
60;RL;11184;Inside;Sawyer;1978;918;1683;2;1;7;440;2009;172500
20;RL;8414;Inside;Sawyer;1963;1059;1068;1;1;6;264;2006;154500
20;RL;13284;Inside;Sawyer;1954;1383;1383;1;1;6;354;2008;165000
90;RL;7018;Inside;SawyerW;1979;0;1535;2;2;8;400;2009;118858
60;RL;7056;Inside;NAmes;1963;780;1796;1;1;8;483;2008;140000
30;RM;8765;Inside;IDOTRR;1936;951;951;1;1;6;327;2006;106500
90;RL;7018;Inside;SawyerW;1979;0;2240;2;2;12;528;2009;142953
20;RL;12919;Inside;NridgHt;2009;2330;2364;2;1;11;820;2010;611657
20;RL;6993;Inside;Sawyer;1961;912;1236;1;1;6;288;2006;135000
20;RL;7340;Inside;NAmes;1971;858;858;1;1;4;684;2007;110000
20;RL;8712;Inside;NAmes;1957;992;1306;1;1;5;756;2009;153000
60;RL;7875;Inside;Gilbert;2003;783;1509;2;1;8;393;2006;180000
20;RL;14859;CulDSac;Gilbert;2006;1670;1670;2;1;7;690;2006;240000
20;RL;6173;Inside;Sawyer;1967;876;902;1;1;6;288;2007;125500
20;RL;9920;Inside;NAmes;1954;1056;1063;1;1;6;280;2010;128000
20;RL;13501;Corner;Somerst;2006;1623;1636;2;1;8;865;2007;255000
50;RL;11500;Inside;Crawfor;1936;1017;2057;1;1;6;180;2006;250000
20;RL;8885;Inside;Mitchel;1983;864;902;1;1;5;484;2006;131000
60;RL;12589;Inside;Gilbert;2005;742;1484;2;1;8;390;2009;174000
90;RL;11600;Corner;NAmes;1960;1105;2274;2;2;12;480;2010;154300
20;RL;9286;CulDSac;CollgCr;1977;1268;1268;1;1;5;252;2009;143500
30;RM;6120;Inside;BrkSide;1925;768;1015;1;1;6;450;2006;88000
90;RH;6270;Inside;Crawfor;1949;1001;2002;2;2;8;871;2007;145000
160;FV;3000;Inside;Somerst;2009;612;1224;2;1;4;528;2009;173733
160;RM;2001;Inside;MeadowV;1970;546;1092;1;1;6;286;2007;75000
20;C (all);9000;Inside;IDOTRR;1949;480;480;0;1;4;308;2006;35311
20;RL;17140;Inside;Edwards;1956;1134;1229;1;1;6;284;2009;135000
60;RL;13125;Corner;SawyerW;1991;1104;2127;2;1;8;833;2007;238000
20;RL;11029;Corner;NAmes;1958;1184;1414;1;1;6;601;2008;176500
60;RL;8462;Inside;SawyerW;1994;928;1721;2;1;7;471;2007;201000
90;RL;8777;Inside;Edwards;1900;1272;2200;2;2;9;0;2008;145900
20;RL;10237;Inside;Gilbert;2005;1316;1316;2;1;6;397;2006;169990
120;RL;8012;Inside;SawyerW;1993;1604;1617;2;1;5;533;2008;193000
20;RL;10240;Inside;NWAmes;1980;1686;1686;2;1;7;612;2006;207500
20;RL;15611;Corner;NWAmes;1977;1126;1126;2;1;6;540;2008;175000
60;RL;11999;Inside;NridgHt;2003;1181;2374;2;1;10;656;2007;285000
60;RL;9900;Inside;NWAmes;1968;832;1978;2;1;9;486;2008;176000
20;RL;11838;Inside;CollgCr;2001;1753;1788;2;1;7;522;2009;236500
60;RL;13006;Corner;Gilbert;1997;964;2236;2;1;8;642;2006;222000
20;RL;8925;Inside;Timber;2007;1466;1466;2;1;7;610;2009;201000
20;RL;9100;Inside;NAmes;1965;925;925;1;1;5;429;2009;117500
20;RL;11670;Corner;Somerst;2006;1905;1905;2;1;8;788;2007;320000
20;RL;8487;FR2;CollgCr;2004;1500;1500;2;1;6;570;2009;190000
20;RL;27650;Inside;NAmes;1960;585;2069;2;1;9;505;2008;242000
30;RL;5825;Inside;BrkSide;1926;600;747;1;1;5;528;2006;79900
20;RL;10083;Inside;SawyerW;2003;1176;1200;2;1;5;555;2009;184900
60;RL;9675;Inside;Somerst;2005;1113;1971;2;1;8;689;2009;253000
60;RL;8760;Inside;CollgCr;2006;1391;1962;2;1;7;868;2006;239799
70;RL;24090;Inside;ClearCr;1940;1032;2403;2;1;10;349;2010;244400
90;RL;12640;Inside;Mitchel;1976;1728;1728;2;2;8;574;2006;150900
60;RL;8755;FR2;Gilbert;1999;992;2060;2;1;8;390;2009;214000
90;RL;7711;Inside;Edwards;1977;1440;1440;2;2;8;0;2007;150000
90;RL;25000;Inside;Mitchel;1967;1632;1632;2;2;8;576;2007;143000
20;RL;14375;CulDSac;Timber;1958;819;1344;1;1;7;525;2009;137500
50;RM;8820;Corner;OldTown;1890;1088;1869;1;1;7;456;2009;124900
80;RL;8163;Inside;NAmes;1959;1144;1144;1;1;6;796;2006;143000
20;RL;14536;Inside;Timber;2002;1616;1629;2;1;9;808;2007;270000
60;RL;14006;Inside;CollgCr;2002;936;1776;2;1;7;474;2006;192500
20;RL;9360;Inside;NWAmes;1972;1161;1381;1;1;5;676;2010;197500
20;RL;7200;Inside;NAmes;1950;864;864;1;1;5;720;2007;129000
20;RH;7800;Corner;SawyerW;1965;828;965;1;1;6;300;2006;119900
85;RL;7200;Inside;CollgCr;1972;768;768;1;1;5;396;2009;133900
60;RL;11075;Inside;Mitchel;1969;784;1968;2;1;7;530;2008;172000
90;RL;9400;CulDSac;Edwards;1975;945;980;2;0;4;0;2006;127500
90;RH;7136;Inside;Crawfor;1946;979;1958;2;2;8;492;2007;145000
160;RM;1300;Inside;Blueste;1980;561;1229;1;1;5;462;2009;124000
20;RL;7420;Inside;Sawyer;1962;1057;1057;1;1;6;576;2007;132000
20;RL;8450;Inside;CollgCr;2003;1337;1337;2;1;6;531;2007;185000
160;FV;2572;FR2;Somerst;1999;696;1416;2;1;6;484;2010;155000
20;RL;7207;Inside;BrkSide;1958;858;858;1;1;4;0;2010;116500
60;RL;12227;Corner;NWAmes;1977;1330;2872;2;1;11;619;2008;272000
160;RL;2308;Corner;NPkVill;1976;804;1548;2;1;7;440;2007;155000
20;RL;11923;Corner;CollgCr;2007;1800;1800;2;1;7;702;2009;239000
60;RL;11316;Corner;Timber;2002;817;1894;2;1;8;510;2010;214900
60;RL;10237;Inside;Gilbert;2005;783;1484;2;1;8;393;2007;178900
50;RL;9600;Inside;Crawfor;1940;728;1308;1;1;7;256;2009;160000
20;RL;7390;Inside;NAmes;1955;1098;1098;1;1;6;260;2008;135000
50;RM;5925;Inside;OldTown;1910;600;968;1;1;6;0;2009;37900
190;RL;10382;Inside;NAmes;1958;588;1095;1;1;6;264;2006;140000
50;RL;10800;Inside;NAmes;1949;720;1192;1;1;6;0;2006;135000
160;RL;2268;Inside;NridgHt;2003;764;1626;2;1;6;474;2009;173000
120;RL;7892;Inside;SawyerW;1979;918;918;2;1;5;264;2010;99500
20;FV;11639;Corner;Somerst;2007;1428;1428;2;1;6;480;2008;182000
70;RL;11414;Corner;BrkSide;1910;728;2019;1;1;8;532;2009;167500
160;FV;2651;FR2;Somerst;2000;673;1382;2;1;6;490;2006;165000
30;RL;5900;Inside;BrkSide;1923;440;869;1;1;4;0;2006;85500
120;FV;4274;Inside;Somerst;2006;1241;1241;1;1;4;569;2007;199900
20;RL;9450;Inside;Edwards;1954;894;894;1;1;5;400;2007;110000
20;RL;8816;Corner;Sawyer;1963;1121;1121;1;1;5;480;2009;139000
85;RL;12122;Corner;NAmes;1961;944;999;1;1;6;588;2008;178400
60;RL;12203;Corner;NoRidge;1998;1225;2612;2;1;8;676;2009;336000
20;RL;3182;Inside;Blmngtn;2007;1266;1266;2;1;6;388;2008;159895
60;RL;11250;Corner;CollgCr;2002;1128;2290;2;1;9;779;2008;255900
90;RL;10125;Inside;Mitchel;1977;0;1734;2;2;8;539;2009;126000
190;RL;10880;Inside;Edwards;1950;1164;1164;1;1;5;240;2008;125000
50;RM;5310;Corner;OldTown;1910;485;1635;1;1;5;255;2006;117000
20;RL;10159;Inside;NridgHt;2009;1930;1940;2;1;8;606;2010;395192
60;RL;12046;Inside;NWAmes;1976;848;2030;2;1;8;551;2007;195000
60;FV;8125;Inside;Somerst;2006;770;1576;2;1;6;614;2006;197000
60;RL;9452;Inside;NoRidge;1997;1396;2392;2;1;7;870;2006;348000
70;RM;17671;Corner;OldTown;1882;916;1742;1;1;8;424;2009;168000
60;RL;9760;Inside;NAmes;1964;822;1851;2;1;7;440;2007;187000
60;RL;8846;Inside;CollgCr;2005;750;1500;2;1;6;564;2006;173900
20;RL;12456;FR2;NridgHt;2006;1700;1718;2;1;7;786;2009;337500
50;RL;4712;Inside;BrkSide;1946;747;1230;1;1;5;305;2006;121600
20;RL;10659;Inside;NAmes;1961;1050;1050;1;1;6;368;2006;136500
20;RL;11717;Inside;NWAmes;1970;1442;1442;2;1;6;615;2009;185000
30;RM;9786;Inside;IDOTRR;1922;1007;1077;1;1;6;210;2006;91000
20;RL;6762;Inside;CollgCr;2006;1187;1208;2;1;6;632;2010;206000
20;RL;10206;Corner;Edwards;1952;0;944;1;1;4;528;2009;82000
30;RL;5400;Corner;OldTown;1920;691;691;1;1;4;216;2007;86000
20;RL;11957;Inside;Somerst;2006;1574;1574;2;1;7;824;2008;232000
90;RL;11500;Corner;NWAmes;1976;1680;1680;2;2;8;528;2007;136905
120;RL;3182;Inside;Blmngtn;2005;1346;1504;2;1;7;457;2009;181000
80;RL;8385;Inside;CollgCr;1977;985;985;2;1;6;328;2008;149900
20;RL;12155;Inside;NAmes;1970;1657;1657;2;1;7;484;2007;163500
160;RM;2217;Inside;MeadowV;1970;546;1092;1;1;6;286;2009;88000
20;RL;12118;CulDSac;Mitchel;2004;1710;1710;2;1;7;550;2009;240000
50;RL;6000;Inside;SWISU;1926;1008;1522;2;1;7;0;2006;102000
50;RL;21286;Inside;Sawyer;1948;720;1271;2;1;7;312;2008;135000
90;RL;9825;Inside;Edwards;1965;0;1664;2;2;8;0;2010;100000
70;RL;10592;Inside;Crawfor;1923;602;1502;1;1;7;180;2007;165000
30;RM;7200;Inside;OldTown;1910;1022;1022;1;1;4;280;2009;85000
20;RL;11664;Inside;NAmes;1948;1082;1082;1;1;5;240;2007;119200
60;RL;8400;Inside;NWAmes;2001;810;1665;2;1;6;528;2009;227000
20;RL;11883;Inside;CollgCr;1996;1504;1504;2;1;6;478;2009;203000
120;RL;5814;CulDSac;StoneBr;1984;1220;1360;1;1;4;565;2009;187500
80;RL;10784;FR2;Gilbert;1991;384;1472;2;1;7;402;2007;160000
120;RL;3013;Inside;Blmngtn;2005;1362;1506;2;1;6;440;2006;213490
20;RL;7024;Inside;Edwards;2005;1132;1132;1;1;5;451;2008;176000
20;RL;7406;Inside;CollgCr;2006;1199;1220;2;1;6;632;2006;194000
50;RM;9439;Inside;OldTown;1930;912;1248;1;1;6;160;2007;87000
120;RL;3182;Inside;Blmngtn;2005;1346;1504;2;1;7;437;2008;191000
20;RL;15498;Corner;Timber;1976;1565;2898;2;1;10;665;2008;287000
20;RL;7700;Corner;CollgCr;1972;882;882;1;1;5;461;2007;112500
20;RL;9300;Inside;NAmes;1960;1268;1264;1;1;6;461;2010;167500
20;RL;9520;Inside;Timber;2007;1638;1646;2;1;7;800;2008;293077
50;RL;9492;Inside;NAmes;1941;768;1376;1;1;6;240;2007;105000
160;RM;1680;Inside;BrDale;1972;672;1218;1;1;7;264;2006;118000
190;RH;7082;Inside;SWISU;1916;686;1928;2;2;10;0;2006;160000
75;RL;15863;Corner;SWISU;1920;824;3082;2;1;12;672;2009;197000
60;RL;14541;Corner;NoRidge;1993;1338;2520;2;1;10;796;2006;310000
20;RL;8125;Inside;CollgCr;2002;1654;1654;2;1;6;900;2006;230000
30;RL;6305;Inside;Crawfor;1938;920;954;1;1;5;240;2007;119750
20;RL;11500;CulDSac;Edwards;1957;0;845;1;1;5;290;2009;84000
